sentence_id,segment,creativity_score,ter,sentence,gandolfo,guerberof,original_stats_char_count,original_stats_token_count,original_stats_sentence_count,original_stats_avg_word_length,translation_stats_avg_char_count,translation_stats_avg_token_count,translation_stats_avg_sentence_count,translation_stats_avg_word_length,translation_stats_std_char_count,translation_stats_std_token_count,translation_stats_min_token_count,translation_stats_max_token_count,length_ratio_stats_avg_length_ratio,length_ratio_stats_std_length_ratio,length_ratio_stats_min_length_ratio,length_ratio_stats_max_length_ratio
56,72,0.2653008683194238,0.5882936507936508,The orderly laughed and moved on.,El ordenanza se rió y siguió adelante.,El celador se marchó riéndose.,33,7,1,4.0,35.75,7.5,1.0,4.020833333333333,3.491060010942235,0.8660254037844386,6,8,1.0714285714285714,0.1237179148263483,0.8571428571428571,1.1428571428571428
39,50,0.2619432937824929,0.5877700617283951,The painter's face curdled with scorn.,La cara del pintor se cuajó de desdén.,El pintor lo miró con desdén.,38,8,1,4.125,39.0,8.75,1.0,3.668253968253969,6.442049363362563,1.0897247358851685,7,10,1.09375,0.136215591985646,0.875,1.25
155,186,0.2405236423737628,0.5844298245614036,"""Nobody's really happy about taking a close relative to the Catbox,"" said Dr. Hitz gently, sympathetically.","-Nadie está realmente feliz de llevar un pariente cercano a la Caja del Gato –dijo el Dr. Hetz, suave, comprensivamente.","—Nadie se vuelve loco por llevar a un pariente cercano al Arenero —dijo amablemente el doctor Atiza, con compasión.",107,22,2,4.2727272727272725,113.5,23.0,1.75,4.158837991718427,4.5,1.224744871391589,21,24,1.0454545454545454,0.0556702214268903,0.9545454545454546,1.0909090909090908
13,15,0.2375406348274785,0.5839646464646464,"He was so rumpled, so still and colorless as to be virtually invisible.","Estaba tan arrugado, tan quieto y descolorido como para ser invisible por completo.","Estaba tan desaliñado, paralizado y pálido que era prácticamente invisible.",71,15,1,3.933333333333333,83.0,13.5,1.0,5.388003663003663,6.48074069840786,1.118033988749895,12,15,0.9000000000000001,0.0745355992499929,0.8,1.0
61,78,0.2355164511353574,0.5836489898989898,"The woman had a lot of facial hair—an unmistakable mustache, in fact.","La mujer tenía mucho pelo facial: un bigote inconfundible, a decir verdad.","La mujer tenía mucho vello, en realidad, tenía un inconfundible bigote.",69,14,1,4.142857142857143,72.25,14.75,1.0,4.170959922430511,2.384848003542364,1.479019945774904,13,17,1.0535714285714286,0.1056442818410645,0.9285714285714286,1.2142857142857142
49,63~~~64~~~65,0.2201765193733283,0.5812568403148113,"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?"" ~~~ ""To be or not to be"" was the telephone number of the municipal gas chambers of the Federal Bureau of Termination. ~~~ The painter thumbed his nose at the orderly.","Era el número telefónico de una institución cuyos apodos ingeniosos incluían: “Autoservicio”, “Birdland”, “Conservas”, “Caja del gato”, “Despiojador”, “Salida fácil”, “Adiós, madre”, “Vándalo feliz”, “Bésame rápido”, “Suertudo Pedro”, “Antisarna”, “Embolia”, “Pare de llorar” y “¿Qué me importa?”. ~~~ “Ser o no ser” era el número telefónico de las cámaras de gas municipales del Federal Bureau of Termination. ~~~ El pintor le hizo pito catalán al ordenanza.","Era un número de teléfono para una institución que tenía los siguientes apodos creativos: «Autoservicio», «Los pajaritos», «Envasados», «Arenero», «Despiojadora», «Salida fácil», «Adiós, mamá», «Gamberro feliz», «Beso letal», «Final feliz», «Terminator», «La barbacoa», «Basta de sufrir», «No más angustia». ~~~ «Ser o no ser» era el número de teléfono de las cámaras de gas municipales de la Agencia Central de Extinción. ~~~ El pintor miró al celador con desprecio.",448,110,3,3.7818181818181817,472.0,116.0,3.25,3.547265856950068,37.96050579220461,6.123724356957945,108,125,1.054545454545455,0.0556702214268904,0.9818181818181818,1.1363636363636365
99,121,0.1985028064794311,0.5778769841269841,"Who doesn't admire him?"""" she said again.",¿Quién no lo admira? ~~~ –volvió a decir-.,¿Y quién no lo admira? ~~~ —repitió—.,41,12,2,3.083333333333333,39.25,10.5,2.0,3.1906565656565657,2.277608394786075,1.118033988749895,9,12,0.875,0.0931694990624912,0.75,1.0
2,3,0.1975240802986254,0.5777243589743589,"There were no prisons, no slums, no insane asylums, no cripples, no poverty, no wars.","No había prisiones, ni tugurios, ni asilos para locos, ni lisiados, ni pobreza, ni guerras.","Habían desaparecido las cárceles, los barrios bajos, los manicomios, la discapacidad, la pobreza, las guerras.",85,21,1,3.380952380952381,93.25,19.5,1.0,4.140793159369011,10.108783309577865,1.6583123951777,17,21,0.9285714285714286,0.0789672569132238,0.8095238095238095,1.0
82,99~~~100,0.1899389523973809,0.576541514041514,"Gee,"""" she said, """"they're all the same to me. ~~~ I don't know anything about art.""""","-Ufff- dijo-, para mí son todos iguales. ~~~ No sé nada sobre arte.","—Vaya —dijo—, si se parecen todos. ~~~ Es que no sé nada de arte.",85,28,3,2.7142857142857144,68.5,18.75,2.0,3.0764618347338937,2.958039891549808,2.277608394786075,16,21,0.6696428571428571,0.0813431569566455,0.5714285714285714,0.75
133,158~~~159,0.1829247481016066,0.5754477004477004,"Present,"""" he said. ~~~ ""Oh, Mr. Wehling,"" said Dr. Hitz, ""I didn't see you.""","-Presente –dijo. ~~~ -Oh, señor Wehling –dijo el Dr. Hitz-. ~~~ No lo vi.","—Presente —dijo. ~~~ —Vaya, señor Quejada —dijo el doctor Atiza—. ~~~ No lo había visto.",77,27,5,2.592592592592593,78.0,22.0,3.75,3.1016329284750337,6.363961030678928,3.5355339059327378,18,26,0.8148148148148148,0.130945700219731,0.6666666666666666,0.9629629629629628
186,223,0.1666942056032445,0.5729166666666666,But he didn't have the nerve.,Pero le faltó el coraje.,Pero le faltó coraje.,29,8,1,3.0,25.75,6.25,1.0,3.4208333333333334,6.015604707757983,1.0897247358851685,5,8,0.78125,0.136215591985646,0.625,1.0
8,10,0.1587420553841982,0.5716765873015873,Not many people were born a day any more.,Ya no nacían muchas personas por día.,Ya no nacía mucha gente un día cualquiera.,41,10,1,3.3,38.5,8.25,1.0,3.9097222222222223,2.29128784747792,0.4330127018922193,8,9,0.825,0.0433012701892219,0.8,0.9
193,230~~~231,0.1552961236226109,0.5711392195767195,"All right,"""" said the painter, """"fit me in, if you please."""" ~~~ And he gave her his name, spelling it out.","-De acuerdo –dijo el pintor-, anóteme, por favor.- Y le dio su nombre, deletreándolo.","—Bien —dijo el pintor—, apúnteme, si es tan amable. ~~~ —Y le deletreó su nombre completo.",107,33,2,2.8181818181818183,88.0,21.5,2.0,3.540978260869565,2.549509756796392,2.692582403567252,18,25,0.6515151515151516,0.0815934061687046,0.5454545454545454,0.7575757575757576
89,108,0.1441631133159459,0.5694031084656085,"You say you don't know anything about art, and then you prove in the next breath that you know more about it than I do!""""","-Dices que no sabes nada sobre arte, ¡y un aliento después demuestras saber más que yo!","—¡Pero si dice que no sabe nada de arte y, de buenas a primeras, demuestra que sabe más que yo!",121,30,2,3.3,98.5,22.5,1.0,3.603170289855073,8.139410298049853,2.692582403567252,18,25,0.75,0.0897527467855751,0.6,0.8333333333333334
105,127,0.1312153815490364,0.5673840048840049,What she did was make people comfortable while she killed them.,Lo que ella hacía era hacer poner a la gente cómoda mientras los mataba.,Lo que hacía era hacer que las personas estuvieran cómodas mientras las asesinaba.,63,12,1,4.416666666666667,75.75,14.5,1.0,4.375,3.766629793329841,0.5,14,15,1.2083333333333337,0.0416666666666666,1.1666666666666667,1.25
23,28,0.120852398458152,0.5657679738562091,"Every plant had all the loam, light, water, air and nourishment it could use.","Cada planta tenía toda la tierra preparada, la luz, el agua y los nutrientes que podía usar.","Las plantas disponían de toda la tierra, luz, agua, aire y fertilizante necesarios.",77,18,1,3.555555555555556,87.0,19.25,1.0,3.78578431372549,6.2048368229954285,1.920286436967152,17,22,1.0694444444444444,0.1066825798315084,0.9444444444444444,1.2222222222222223
81,98,0.1020167171549981,0.5628306878306878,She studied the mural bleakly.,La mujer estudió el cuadro sombríamente.,Estudió el mural algo desalentada.,30,6,1,4.333333333333333,37.0,6.75,1.0,4.770833333333333,5.385164807134504,0.82915619758885,6,8,1.125,0.1381926995981416,1.0,1.3333333333333333
36,46,0.0961851403276974,0.5619212962962963,"Lot of faces still to fill in,"""" said the orderly.",-Todavía le quedan muchas caras por llenar –dijo el ordenanza.,—Todavía quedan muchas cabezas por completar —dijo el celador.,50,14,1,3.071428571428572,59.5,11.5,1.0,4.575378787878788,2.598076211353316,1.118033988749895,10,13,0.8214285714285715,0.0798595706249924,0.7142857142857143,0.9285714285714286
135,161,0.0882329901086503,0.5606812169312169,"They just phoned me that your triplets have been born,"""" said Dr. Hitz.",-Acaban de telefonearme que han nacido sus trillizos –dijo el Dr. Hitz-.,—Me acaban de llamar para decirme que los trillizos ya nacieron —dijo el doctor Atiza—.,71,17,2,3.588235294117647,80.5,16.25,1.75,4.216479700854701,5.5,2.0463381929681126,13,18,0.9558823529411764,0.1203728348804772,0.7647058823529411,1.0588235294117647
27,36,0.0850521300210324,0.5601851851851852,"I'll get off this old planet,","Me iré de este viejo planeta,","Mundo cruel, ya me voy con mi dolor.",29,8,1,3.0,30.75,7.5,1.0,3.480952380952381,3.031088913245535,1.5,6,10,0.9375,0.1875,0.75,1.25
157,188,0.0850521300210317,0.5601851851851851,"""What?"" said Dr. Hitz.",-¿Qué? ~~~ –dijo el Dr. Hetz.,—¿Cómo? ~~~ —dijo el doctor Atiza.,22,8,3,2.625,30.25,8.75,2.75,3.000694444444444,2.165063509461097,0.82915619758885,8,10,1.09375,0.1036445246986062,1.0,1.25
170,204,0.0712684029746846,0.5580357142857143,Wehling shot Dr. Hitz dead.,Wehling mató al Dr. Hitz de un tiro.,Quejada mató al Dr. Atiza de un disparo.,27,6,2,3.8333333333333335,36.0,8.5,2.0,3.4722222222222223,2.549509756796392,0.5,8,9,1.4166666666666663,0.0833333333333333,1.3333333333333333,1.5
140,166,0.0594124699208334,0.5561868686868687,"What man in my shoes wouldn't be happy?"""" said Wehling.",-¿Qué hombre en mis zapatos estaría feliz? ~~~ –dijo Wehling.,—¿Qué hombre no estaría contento en mi lugar? ~~~ —dijo Quejada.,55,15,2,3.2,60.5,13.75,2.0,3.7884615384615374,2.29128784747792,1.299038105676658,12,15,0.9166666666666669,0.0866025403784438,0.8,1.0
65,82,0.0553641025365906,0.5555555555555555,"You aren't about to have a baby, are you?""""","No estás por tener un bebé, ¿no?","No está a punto de parir, ¿no?",43,14,2,2.642857142857143,32.25,10.0,1.5,2.6843434343434343,1.479019945774904,1.0,9,11,0.7142857142857143,0.0714285714285714,0.6428571428571429,0.7857142857142857
87,106,0.0405200887943711,0.5532407407407408,I don't do any disposing.,No me encargo de residuos.,No me encargo de los residuos.,25,7,1,3.0,28.75,6.75,1.0,3.715773809523809,1.6393596310755,0.82915619758885,6,8,0.9642857142857144,0.1184508853698357,0.8571428571428571,1.1428571428571428
112,135,0.0401345299958717,0.5531806156806157,"""We're going to be in the same picture together,"" she said shyly.",-Vamos a estar juntos en el mismo cuadro –dijo ella con timidez. ~~~ -¡Bien!,—Vamos a estar en el mismo cuadro juntos —dijo con timidez.,65,17,1,3.294117647058824,67.0,14.5,1.25,3.9203869047619047,7.582875444051551,1.6583123951777,12,16,0.8529411764705883,0.0975477879516293,0.7058823529411765,0.9411764705882352
40,51,0.0304473651835779,0.5516699735449735,"You think I'm proud of this daub?"""" he said.",-¿Crees que estoy orgulloso de este mamarracho?,—¿Es que acaso piensas que estoy orgulloso de este pintarrajo? ~~~ —dijo—.,44,14,2,2.7142857142857144,59.75,12.0,1.75,4.397321428571429,10.779030568655047,2.449489742783178,8,14,0.8571428571428571,0.1749635530559413,0.5714285714285714,1.0
151,182,0.0182540681810398,0.5497685185185185,"I want all three of them.""""",Quiero los tres.,Los quiero a los tres.,27,9,2,2.6666666666666665,20.5,6.25,1.0,2.928571428571429,2.958039891549808,1.479019945774904,4,8,0.6944444444444444,0.1643355495305448,0.4444444444444444,0.8888888888888888
58,75,0.0150732080934211,0.5492724867724867,"A coarse, formidable woman strode into the waiting room on spike heels.","Una mujer tosca, imponente, entró caminando a la sala de espera sobre tacos de aguja.",Una mujer grande e imponente que llevaba tacones de aguja entró con decisión a la sala de espera.,71,14,1,4.285714285714286,84.75,17.0,1.0,4.139784356725146,7.628073151196179,1.5811388300841898,15,19,1.2142857142857144,0.1129384878631564,1.0714285714285714,1.3571428571428572
139,165,-0.0312259776263612,0.5420524691358025,"""You don't sound very happy,"" said Dr. Hitz.",-No suena usted muy feliz –dijo el Dr. Hitz.,—No parece muy contento —dijo el doctor Atiza.,44,13,2,3.0,42.5,10.75,1.75,3.3791666666666664,2.692582403567252,1.299038105676658,9,12,0.8269230769230771,0.0999260081289737,0.6923076923076923,0.9230769230769232
189,226,-0.077764901829827,0.534795066045066,"""Federal Bureau of Termination,"" said the very warm voice of a hostess.",-Federal Bureau of Termination –dijo la voz muy cálida de una azafata.,—Agencia Central de Extinción —dijo la dulce voz de la azafata.,71,16,1,3.875,69.0,14.0,1.0,4.221073717948718,4.301162633521313,1.5811388300841898,12,16,0.875,0.0988211768802618,0.75,1.0
174,208,-0.0930760348856133,0.5324074074074074,"There! Room for two.""""",¡Ya está! ~~~ Espacio para dos.,Ya hay lugar para dos.,22,8,3,2.625,28.25,8.0,2.25,3.0625,3.6996621467371855,1.224744871391589,6,9,1.0,0.1530931089239486,0.75,1.125
48,59~~~60~~~61~~~62,-0.11767999059162,0.5285706013952087,"The orderly shrugged. ~~~ If you don't like it here, Grandpa—"""" he said, and he finished the thought with the trick telephone number that people who didn't want to live any more were supposed to call. ~~~ The zero in the telephone number he pronounced """"naught."""" ~~~ The number was: ""2 B R 0 2 B.""","El ordenanza se encogió de hombros. ~~~ -Si no te gusta estar aquí, abuelo –dijo, y terminó el pensamiento con el número telefónico con truco al que se suponía que tenía que llamar la gente que no deseaba vivir más-: 2 B R 0 2 B.","El celador se encogió de hombros. ~~~ «Abuelo, si no le gusta…», dijo y completó la idea con el número de teléfono con truco al que había que llamar si ya no querías seguir viviendo. ~~~ El cero representaba una «o» y el «3» una «e». ~~~ El número era: «S 3 R 0 N 0 S 3 R ».",298,73,5,3.4383561643835616,274.5,67.25,4.0,3.3264595311808938,29.1247317584214,9.627434756984853,51,76,0.9212328767123288,0.131882667903902,0.6986301369863014,1.0410958904109588
73,90,-0.1178160577893139,0.5285493827160495,"Looks just like heaven or something.""""","Es justo como el cielo, o algo así.",Parece que fuera el cielo o algo así.,38,9,2,3.888888888888889,36.0,10.0,1.0,2.984722222222222,5.0,1.224744871391589,9,12,1.1111111111111112,0.1360827634879543,1.0,1.3333333333333333
134,160,-0.1227640623700544,0.5277777777777778,"""The invisible man,"" said Wehling.",-El hombre invisible –dijo Wehling.,—El hombre invisible —dijo Quejada.,34,9,1,3.555555555555556,35.5,7.5,1.0,4.416666666666666,0.5,1.5,6,9,0.8333333333333333,0.1666666666666666,0.6666666666666666,1.0
159,190,-0.1227640623700551,0.5277777777777777,"It gives people the wrong impression.""""",Le da a la gente una impresión equivocada.,Crea una idea equivocada.,39,9,2,4.0,37.75,9.0,1.0,3.708585858585858,7.495832175282475,2.449489742783178,5,11,1.0,0.2721655269759087,0.5555555555555556,1.2222222222222223
42,53,-0.133611610873985,0.5260861823361823,"""What's your idea of what life looks like?"" said the orderly.",-¿Cuál es su idea de a qué se parece la vida? ~~~ –dijo el ordenanza.,—¿Cuál es su idea de la vida real? ~~~ —dijo el celador.,61,16,2,3.3125,63.25,16.25,2.0,3.171218487394958,5.11737237261468,1.299038105676658,14,17,1.015625,0.0811898816047911,0.875,1.0625
41,52,-0.1484556246162058,0.5237713675213674,"You think this is my idea of what life really looks like?""""""",–dijo-. ~~~ ¿Crees que ésta es mi idea de a qué se parece la vida?,¿Es que crees que esta es mi idea de la vida real?,60,16,2,3.25,60.0,15.25,1.75,3.175122549019608,6.6332495807108,1.479019945774904,13,17,0.953125,0.0924387466109315,0.8125,1.0625
125,150,-0.1543237808639279,0.522856271695281,"""Last I heard,"" said Dr. Hitz, ""they had one, and were trying to scrape another two up.""",-Lo último que oí –dijo el Dr. Hitz- es que tenían uno y estaban tratando de juntar a duras penas otros dos.,—Lo último que sé —dijo el doctor Atiza— es que tenían uno y que estaban intentando rebuscar otros dos.,88,25,3,3.04,102.5,23.5,2.0,3.664402173913044,6.946221994724902,2.5,20,27,0.94,0.1,0.8,1.08
66,83,-0.1688531679752706,0.5205905205905206,"They told me I was supposed to pose for some picture,"""" she said.",-Me dijeron que tenía que posar para cierto cuadro –dijo ella-.,—Me dijeron que tenía que posar para un cuadro —dijo ella—.,65,17,1,3.235294117647059,65.0,14.25,1.0,3.881433823529412,5.0990195135927845,2.277608394786075,12,17,0.8382352941176471,0.1339769643991808,0.7058823529411765,1.0
158,189,-0.1876926713515337,0.5176526385407965,"I wish people wouldn't call it 'the Catbox,' and things like that,"""" she said.",-Me gustaría que la gente no lo llamara “la Caja del Gato” y cosas por el estilo –dijo ella-.,—Me gustaría que la gente no lo llamara ‘el Arenero’ o apodos similares —dijo—.,78,21,1,3.1904761904761907,82.75,20.0,1.0,3.431789533995416,6.417748826496718,1.8708286933869709,17,22,0.9523809523809524,0.0890870806374748,0.8095238095238095,1.0476190476190477
62,79,-0.1920923538251976,0.5169665404040404,"A curious thing about gas-chamber hostesses was that, no matter how lovely and feminine they were when recruited, they all sprouted mustaches within five years or so.","Algo curioso en las azafatas de la cámara de gas era que, sin importar lo encantadoras y femeninas que fueran cuando las reclutaban, a todas les crecía bigote en unos cinco años.","Lo curioso de las azafatas de la cámara de gas era que, aunque fueran muy dulces y femeninas al llegar, siempre les acababa saliendo bigote en los cinco primeros años de servicio.",166,30,1,4.666666666666667,182.0,35.0,1.0,4.32609710550887,5.244044240850758,0.7071067811865476,34,36,1.1666666666666663,0.0235702260395515,1.1333333333333333,1.2
7,9,-0.1969841310811567,0.5162037037037037,He was the only man waiting.,Era el único hombre en espera.,Era el único.,28,7,1,3.2857142857142856,26.5,6.0,1.0,3.663690476190476,7.88986691902975,1.224744871391589,4,7,0.8571428571428571,0.1749635530559413,0.5714285714285714,1.0
37,47~~~48,-0.2075861552046747,0.5145503959842195,"He meant that the faces of many of the figures in the mural were still blank. ~~~ All blanks were to be filled with portraits of important people on either the hospital staff or from the Chicago Office of the Federal Bureau of Termination.""","Quería decir que muchas de las ﬁguras del mural seguían aún sin deﬁnir. ~~~ Todas las zonas en blanco debían ser llenadas con retrato de gente importante, ya fuera del personal del hospital o de la oﬁcina de Chicago del Federal Bureau of Termination (Oficina Federal de Liquidación).",Se refería a que todavía quedaban muchas figuras en el mural con las cabezas sin rostro que debían completarse con retratos de personas importantes del hospital o de la oficina local de la Agencia Central de Extinción.,240,47,3,4.212765957446808,262.25,48.0,1.75,4.564122067513223,26.76167969317322,6.363961030678928,38,54,1.021276595744681,0.135403426184658,0.8085106382978723,1.148936170212766
21,26,-0.2211405431881551,0.5124366888255777,"Men and women in purple uniforms pulled up weeds, cut down plants that were old and sickly, raked leaves, carried refuse to trash-burners.","Hombres y mujeres con uniformes color morado arrancaban hierbas, cortaban plantas que estaban viejas y enfermas, rastrillaban hojas secas, llevaban residuos a quemadores de basura.","Los hombres y las mujeres vestidos con uniformes violeta quitaban la maleza, talaban las plantas viejas o enfermas, rastrillaban las hojas, llevaban la basura al incinerador.",138,27,1,4.296296296296297,177.0,29.25,1.0,5.211494252873564,2.23606797749979,0.82915619758885,28,30,1.0833333333333333,0.030709488799587,1.037037037037037,1.1111111111111112
74,91,-0.241516172307818,0.5092592592592593,"Or something,"""" said the painter.",-O algo así –dijo el pintor.,—Algo así —dijo el pintor.,33,9,1,3.4444444444444446,27.0,8.0,1.0,2.976984126984127,1.5811388300841898,1.5811388300841898,6,10,0.8888888888888888,0.1756820922315766,0.6666666666666666,1.1111111111111112
132,157,-0.2988701325254383,0.5003153308106868,"He raised his right hand, looked at a spot on the wall, gave a hoarsely wretched chuckle.","Alzó la mano derecha, miró un punto en la pared, soltó una risita roncamente desdichada.","Levantó la mano, miró a un punto de la pared y soltó una risa ronca y quejosa.",89,20,1,3.65,87.25,19.25,1.0,3.705096073517126,6.759252917297888,1.0897247358851685,18,21,0.9625,0.0544862367942584,0.9,1.05
118,142,-0.3263391079776495,0.496031746031746,"Guess what was just born,"""" he said.",-Adivine lo que acaba de nacer –dijo.,—Adivine qué acaba de nacer —dijo.,36,11,1,2.909090909090909,36.0,9.0,1.0,3.5271915584415585,1.5811388300841898,1.5811388300841898,7,11,0.8181818181818182,0.1437398936440172,0.6363636363636364,1.0
162,195,-0.3263391079776498,0.496031746031746,"""That sounds so much better,"" said Leora Duncan.",-Eso suena mucho mejor –dijo Leora Duncan.,—Así suena muchísimo mejor —dijo Salomé García.,48,12,1,3.583333333333333,43.75,9.5,1.0,4.133522727272728,1.920286436967152,1.5,8,11,0.7916666666666666,0.125,0.6666666666666666,0.9166666666666666
20,25,-0.3305802547611413,0.4953703703703703,"Men and women in white, doctors and nurses, turned the soil, planted seedlings, sprayed bugs, spread fertilizer.","Hombres y mujeres de blanco, médicos y enfermeros, removían la tierra, plantaban semillas, fumigaban los insectos, desparramaban fertilizador.","Hombres y mujeres de blanco, doctores y enfermeros, cavaban, plantaban semillas, fumigaban, fertilizaban la tierra.",112,23,1,4.173913043478261,135.0,22.75,1.0,5.210986024844721,11.5974135047432,1.0897247358851685,21,24,0.9891304347826088,0.0473793363428334,0.9130434782608696,1.0434782608695652
18,22~~~23,-0.3468812200655426,0.4928283546704599,"Back in the days when people aged visibly, his age would have been guessed at thirty-five or so. ~~~ Aging had touched him that much before the cure for aging was found.","Allá en los viejos días cuando la gente envejecía de manera visible, su edad habría sido calculada en unos treinta y cinco años. ~~~ La edad lo había tocado hasta ese punto antes de que se descubriera la cura contra el envejecimiento.","En los tiempos en que las personas envejecían de manera visible, se hubiera dicho que tenía unos treinta y cinco más o menos porque eran justo esos los años que había cumplido antes de que se encontrara la cura para el envejecimiento.",169,35,2,3.942857142857143,224.75,42.75,1.75,4.352146464646465,9.57535900110278,1.920286436967152,40,45,1.2214285714285715,0.0548653267704901,1.1428571428571428,1.2857142857142858
57,73~~~74,-0.3559713308991497,0.4914108187134503,"Wehling, the waiting father, mumbled something without raising his head. ~~~ And then he fell silent again.","Wehling, el padre en espera, masculló algo sin alzar la cabeza. ~~~ Y después volvió a quedarse en silencio.","Quejada, el padre en espera, masculló algo ininteligible sin levantar la cabeza y no volvió a decir nada.",107,21,2,4.333333333333333,112.0,23.0,1.75,4.077963250517598,7.245688373094719,1.224744871391589,21,24,1.0952380952380951,0.0583211843519804,1.0,1.1428571428571428
24,29,-0.3627150976975967,0.4903591778591778,"A hospital orderly came down the corridor, singing under his breath a popular song:","Un ordenanza del hospital llegó por el corredor, cantando bajito una canción popular.","Por el pasillo, se acercaba un celador cantando en voz baja una canción popular:",83,16,1,4.375,85.5,16.25,1.0,4.454718137254902,3.5,0.82915619758885,15,17,1.015625,0.0518222623493031,0.9375,1.0625
79,96,-0.3655697157249462,0.4899140211640212,See any faceless body here you'd like me to stick your head on?,¿Ves por aquí algún cuerpo sin cabeza al que te gustaría que le agregue tu cabeza?,¿Se ha fijado en algún cuerpo sin rostro donde le gustaría que metiera su cabecita?,63,15,1,3.4,78.0,16.0,1.0,3.996752450980392,5.522680508593631,0.7071067811865476,15,17,1.0666666666666669,0.0471404520791031,1.0,1.1333333333333333
123,148,-0.3821808739602886,0.4873236331569665,"Triplets, if they were all to live, called for three volunteers.","Los trillizos, si es que iban a vivir todos, requerían tres voluntarios.","Los trillizos, para vivir, requerían tres voluntarios.",64,14,1,3.857142857142857,64.75,12.5,1.0,4.540384615384616,6.609652033201143,1.8027756377319943,10,15,0.8928571428571428,0.1287696884094281,0.7142857142857143,1.0714285714285714
22,27,-0.4108759093067652,0.4828488533511023,"Never, never, never—not even in medieval Holland nor old Japan—had a garden been more formal, been better tended.","Nunca, nunca, nunca –ni siquiera en la Holanda medieval o en el Japón antiguo- un jardín había sido tan formal, había estado mejor atendido.","Jamás de los jamases, ni siquiera en los Países Bajos del medioevo ni en el Japón de la antigüedad, se había visto un jardín tan elegante ni mejor atendido.",113,22,1,4.363636363636363,138.5,28.0,1.0,4.102335164835165,11.07925990308017,2.449489742783178,26,32,1.2727272727272727,0.1113404428537808,1.181818181818182,1.4545454545454546
33,42,-0.4307773475211292,0.4797453703703704,"It's called 'The Happy Garden of Life,' you know.""""","Se llamaEl jardín feliz de la vida, sabes.","Se llama El feliz jardín de la vida, ¿sabías?",51,15,2,3.0,46.5,13.0,1.25,3.0732007575757576,3.2015621187164243,2.549509756796392,10,16,0.8666666666666667,0.1699673171197595,0.6666666666666666,1.0666666666666669
15,17~~~18,-0.4352248388446645,0.4790518167949518,Chairs and ashtrays had been moved away from the walls. ~~~ The floor was paved with spattered dropcloths.,Las sillas y los ceniceros habían sido sacados de junto a las paredes. ~~~ El suelo estaba salpicado de trapos para cubrir.,Se habían apartado las sillas y los ceniceros de la pared y el suelo estaba recubierto de telas manchadas.,106,20,2,4.45,123.5,22.75,1.75,4.548409090909091,11.757976016304848,1.920286436967152,20,25,1.1375,0.0960143218483575,1.0,1.25
25,30~~~31~~~32~~~33,-0.44074487632362,0.4781910075316004,"If you don't like my kisses, honey, ~~~ Here's what I will do: ~~~ I'll go see a girl in purple, ~~~ Kiss this sad world toodle-oo.","Si no te gustan mis besos, querida ~~~ Esto es lo que haré: ~~~ Iré a ver una chica de morado, ~~~ Le diré adiós a este triste mundo.","Si no deseas mis besos, amor, otro rumbo tomaré: y a una de violeta, con fervor, este cuerpo donaré.",131,35,1,3.0,126.0,30.5,1.0,3.3197556207233627,15.083103128998356,3.278719262151,25,33,0.8714285714285714,0.0936776932043142,0.7142857142857143,0.9428571428571428
152,183,-0.44562136126335,0.4774305555555555,"Of course you do,"""" said Dr. Hitz.",-Por supuesto que los quiere –dijo el Dr. Hetz-.,—Y claro que los quiere —dijo el doctor Atiza—.,34,11,2,2.727272727272727,46.0,11.25,1.75,3.492628205128205,3.5355339059327378,1.299038105676658,10,13,1.0227272727272727,0.1180943732433325,0.9090909090909092,1.181818181818182
47,58,-0.4933342625776296,0.4699900793650794,"""Is that a crime?"" said the painter.",-¿Eso es un crimen? ~~~ –dijo el pintor.,—¿Es acaso un pecado? ~~~ —dijo el pintor.,36,11,2,2.909090909090909,40.5,10.75,2.0,3.20189393939394,0.8660254037844386,0.82915619758885,10,12,0.9772727272727272,0.0753778361444408,0.9090909090909092,1.0909090909090908
161,192~~~193~~~194,-0.5111096571849104,0.467218137254902,"Forgive me."""" ~~~ He corrected himself, gave the municipal gas chambers their official title, a title no one ever used in conversation. ~~~ I should have said, 'Ethical Suicide Studios,'"""" he said.""","Perdóneme. ~~~ –Se corrigió, le dio a las cámaras de gas municipales su título oﬁcial, un título que nadie usaba nunca en la conversación.- Tendría que haber dicho “Grandes estudios de suicidio ético” –dijo.","Perdóneme. ~~~ —Se corrigió y dio a las cámaras de gas municipales su nombre oficial, un nombre que nunca nadie usaba al hablar—. ~~~ Debería haber dicho: ‘Estudios de suicidio ético’ —dijo.",198,45,4,3.8222222222222224,202.5,42.0,2.75,4.09203978645468,9.86154146165801,3.082207001484488,39,47,0.9333333333333332,0.0684934889218775,0.8666666666666667,1.0444444444444445
